ID,y
1,77.7399708136
2,92.728184493
3,77.1151925403
4,77.4523335944
5,112.841293903
8,90.8709165674
10,111.059754978
11,92.636630607
12,116.868211025
14,94.363469598
15,115.901247076
16,106.019872326
17,96.2758981388
19,93.0755542037
20,103.548340067
21,96.536619199
22,118.254935601
23,99.1627178624
26,96.2461324129
28,97.2206056683
29,99.1627178624
33,99.1627178624
35,95.1999230259
41,98.237604291
42,92.7904006518
43,118.557232276
45,102.389310721
46,103.695132515
51,94.4884390188
53,77.755860579
55,113.793934134
56,93.8936897278
57,104.669890594
58,94.5599802248
59,104.192277357
63,112.620411185
64,94.5832652234
65,106.888013239
69,93.2697419099
71,94.7787447716
72,103.499891472
73,93.3249859552
76,104.330372107
77,105.621426301
78,115.761507253
82,93.9404075702
83,106.888013239
84,96.5960706525
85,101.945315862
87,112.473569445
88,98.237604291
89,115.036891115
91,93.9100500841
93,94.8718210914
94,105.827328624
95,94.4692100612
96,111.954721276
97,96.5397506798
98,112.316842861
99,93.5186057709
101,104.064039455
103,115.036891115
104,94.4158899723
105,111.676178451
110,94.1893087682
111,113.511859778
113,112.030419506
114,93.0130032544
115,113.429971319
117,115.036891115
120,93.1497354665
121,111.859379121
122,95.2544314458
123,114.513246647
126,113.367258928
132,114.538179035
135,105.305105252
137,103.554265857
138,92.2402899682
140,94.3281871648
142,114.271776119
144,111.772978375
148,93.3056751675
149,116.067560053
155,94.5499034975
156,113.118535796
157,96.5397506798
162,111.539170546
163,94.4422184362
167,94.0136224416
172,118.557232276
179,113.40611546
180,96.4129242218
181,110.75134629
182,95.4491239589
183,115.036891115
185,115.036891115
187,112.470832126
188,93.2533013034
189,94.9792322034
191,93.6823246233
192,113.499807892
193,93.6616915107
194,112.50071102
195,94.6200264721
196,113.184747934
198,95.8837204743
199,112.359012946
201,104.169418102
204,93.3615737862
205,107.148720374
206,95.4973340839
210,93.2376683761
211,104.064039455
216,113.567834417
219,117.38843608
220,94.3567274529
221,111.428760353
226,110.75134629
227,93.3476899184
228,111.338800588
230,110.800364114
231,96.5397506798
235,118.656626385
236,92.6736148917
238,111.614230222
242,104.637666276
243,93.949637354
244,79.2786658247
245,112.42106991
247,113.823093344
248,93.8409423034
249,94.2317873888
250,113.46235281
251,92.6736148917
253,118.656626385
254,94.7353614157
256,93.4713240527
257,93.082037747
258,114.850789617
259,93.6134459292
262,82.5820770043
266,94.9749713751
267,113.042835561
272,101.504114487
273,115.036891115
275,95.1690883596
276,115.353016006
279,95.2353436978
280,106.888013239
283,93.0408592686
285,111.36312636
288,115.036891115
289,105.393752341
290,104.192241436
291,93.1718994812
292,111.746049719
293,112.408693955
296,94.8792464845
297,112.010047765
298,116.013153869
299,94.038896301
304,92.1421773154
305,78.0571579966
306,94.1366380002
307,110.615486706
311,103.249556724
313,111.288283001
314,92.5930516094
316,95.5321459881
324,95.4171081542
327,98.8232226319
329,93.059670544
330,113.409354158
337,104.977219107
338,96.0253282729
339,104.384112483
340,94.7087092035
343,93.5489362645
345,116.622481169
346,94.4171350062
347,112.659122802
349,113.450616458
350,93.777097867
352,113.042016056
353,92.0829457157
354,78.3821168908
357,92.647986617
358,115.880419511
362,114.041201666
364,113.259363346
365,104.096256637
366,95.9762252875
367,110.904392663
368,95.3341245861
370,77.6307004169
373,94.2600389667
377,93.061752168
378,112.608189525
382,104.572822354
384,111.428103235
390,94.511687655
392,113.242639645
393,114.705616345
395,95.6839508031
396,105.889985236
399,77.6735873847
406,111.288283001
408,111.288283001
409,95.2002585971
410,77.6423128381
412,113.081244492
413,91.769688615
419,94.8103943248
420,113.655321798
421,91.5507575367
430,94.7319086252
434,92.6967613204
436,93.8885646825
437,94.1912391911
438,91.2588888347
439,111.568254954
440,94.1547252957
443,113.345021586
446,93.2746366105
448,92.9596531816
452,93.4713899407
453,104.659907028
457,104.727201244
458,96.200724449
459,115.79157161
460,102.753809064
462,105.736985224
464,103.363751205
465,117.674753954
467,112.818574333
471,114.260507793
472,77.4952798162
473,95.3487864886
475,93.9211683441
480,96.4671450067
488,112.385561732
490,110.615486706
491,103.981454563
492,77.407875937
493,93.5723958994
497,92.2349225538
498,115.818566996
499,94.8036807689
500,104.018331635
501,96.3069501178
502,112.949535586
506,77.710888407
510,112.110692232
511,93.1382025743
512,93.1493498148
516,93.9036821997
518,93.6831628548
519,113.570310087
521,93.6910212185
522,112.981900172
526,112.445873411
529,95.6675353477
532,111.28948114
533,93.6228288663
536,114.812760847
537,94.0124488893
539,93.557723704
540,104.559887692
541,94.3553639226
543,94.80125157
546,113.092881924
547,92.5279092064
548,78.9533455069
551,92.2835194985
552,102.829397827
556,105.575413053
557,95.3177218228
558,110.904392663
559,94.2449419448
560,106.373081834
562,107.860314465
566,94.7629588716
570,115.818566996
571,94.1912391911
572,107.459117893
573,93.7660474568
575,117.674753954
576,114.133385616
577,93.822732132
579,92.6065849638
580,112.247628093
581,114.96157979
589,110.615486706
591,102.580799203
593,94.0840567979
594,104.516137161
595,96.446930835
598,92.6184483708
602,111.688344299
604,114.624491143
606,113.218339758
608,95.9405350142
609,104.341822166
610,94.6853649847
616,112.730782559
617,94.322683162
618,101.715286324
620,103.59583741
622,113.597833044
