ID,y
1,78.4071044922
2,92.7181015015
3,78.6142349243
4,78.3336868286
5,111.339416504
8,92.2649536133
10,110.354324341
11,92.9205627441
12,113.417381287
14,93.1855545044
15,113.386642456
16,101.978912354
17,92.5629043579
19,93.2907028198
20,102.998893738
21,92.5185852051
22,113.598106384
23,95.448890686
26,96.3762664795
28,96.1054229736
29,95.448890686
33,95.448890686
35,96.1143798828
41,93.6632003784
42,93.6954040527
43,115.226760864
45,103.605506897
46,103.863853455
51,94.0411300659
53,80.5765991211
55,112.326393127
56,93.5615081787
57,103.856246948
58,94.7344741821
59,102.296455383
63,111.932952881
64,94.5122680664
65,104.437461853
69,94.6731338501
71,94.9441680908
72,102.572799683
73,94.3385314941
76,102.717071533
77,105.101356506
78,114.559440613
82,94.3385314941
83,104.437461853
84,95.9519119263
85,103.352455139
87,112.101264954
88,93.6632003784
89,112.296554565
91,93.6962814331
93,94.7985687256
94,105.372283936
95,99.5146713257
96,112.144683838
97,94.0093917847
98,112.076004028
99,93.5198745728
101,103.453414917
103,112.296554565
104,94.3976898193
105,111.710487366
110,94.7326889038
111,112.309150696
113,112.208099365
114,93.77003479
115,112.057975769
117,112.296554565
120,93.7660598755
121,112.164268494
122,94.4120330811
123,112.422729492
126,111.988204956
132,111.936233521
135,104.052345276
137,103.265335083
138,94.461807251
140,93.671081543
142,111.776573181
144,112.157615662
148,93.178604126
149,113.083946228
155,96.4312515259
156,112.2866745
157,94.0093917847
162,112.094894409
163,94.9268341064
167,93.5050354004
172,115.226760864
179,112.590934753
180,96.6982955933
181,111.669036865
182,94.8797454834
183,112.296554565
185,112.296554565
187,111.973907471
188,94.3600387573
189,93.8964538574
191,93.722076416
192,112.096969604
193,93.9785308838
194,111.810768127
195,93.5579986572
196,112.458343506
198,95.0301055908
199,112.175590515
201,104.343330383
204,94.4460983276
205,103.391479492
206,93.3884429932
210,94.0177612305
211,103.453414917
216,112.394248962
219,115.022850037
220,95.2402648926
221,111.658187866
226,111.669036865
227,93.4403686523
228,112.12411499
230,112.026092529
231,94.0093917847
235,115.189620972
236,93.5155029297
238,111.946037292
242,104.884513855
243,93.6962814331
244,79.2478408813
245,112.154853821
247,112.578712463
248,92.1946640015
249,93.5856399536
250,112.198371887
251,93.5155029297
253,115.189620972
254,94.2689666748
256,93.7724075317
257,93.2063064575
258,113.642417908
259,93.5302429199
262,81.9432067871
266,93.6876754761
267,112.294830322
272,103.387413025
273,112.296554565
275,98.434967041
276,113.307518005
279,94.3959579468
280,104.494026184
283,93.7032852173
285,112.12411499
288,112.296554565
289,102.938392639
290,104.386665344
291,94.3907699585
292,112.261901855
293,111.761154175
296,95.80834198
297,112.044395447
298,114.589736938
299,94.4492797852
304,93.6708908081
305,83.8455886841
306,94.0550231934
307,111.700973511
311,108.252868652
313,111.699333191
314,93.4142913818
316,94.4814987183
324,93.9957733154
327,98.5581436157
329,93.7205047607
330,111.861671448
337,104.553993225
338,95.1677093506
339,104.323318481
340,94.4959869385
343,93.7242507935
345,115.053146362
346,93.604309082
347,112.308547974
349,111.9454422
350,93.897102356
352,112.229324341
353,93.6784286499
354,79.5852813721
357,93.8475875854
358,112.469749451
362,112.338623047
364,114.722663879
365,103.657997131
366,94.9777832031
367,112.158126831
368,94.5338363647
370,79.654335022
373,94.9284973145
377,93.7494506836
378,111.7445755
382,102.772315979
384,112.154411316
390,98.2225341797
392,112.833343506
393,111.932907104
395,95.3515777588
396,104.505691528
399,79.2003250122
406,111.699333191
408,111.699333191
409,94.2095413208
410,79.1763763428
412,112.095779419
413,93.4862365723
419,99.9590454102
420,112.196388245
421,93.4503936768
430,98.1997146606
434,94.0754470825
436,94.7467651367
437,93.8080444336
438,93.5052871704
439,112.099662781
440,93.7265167236
443,111.94228363
446,94.4849319458
448,93.5718994141
452,93.8625030518
453,103.975021362
457,104.327064514
458,94.1356201172
459,114.406272888
460,104.045684814
462,105.047805786
464,104.119522095
465,115.053146362
467,115.150596619
471,112.487838745
472,79.3100662231
473,94.6406555176
475,94.5210113525
480,95.0738830566
488,111.711196899
490,111.700973511
491,103.483711243
492,79.4587860107
493,94.6439819336
497,93.2292861938
498,112.215934753
499,94.7033996582
500,103.541473389
501,94.1617126465
502,112.585838318
506,79.9902191162
510,111.77784729
511,93.2929611206
512,93.7205047607
516,93.7147140503
518,93.6993713379
519,112.451263428
521,93.4496994019
522,111.998733521
526,112.178085327
529,95.6126708984
532,112.071289062
533,93.5032043457
536,112.887825012
537,99.0831222534
539,94.4400100708
540,103.483711243
541,94.6376876831
543,93.9489135742
546,112.257957458
547,93.6817703247
548,79.5381546021
551,93.8639450073
552,103.939224243
556,105.107795715
557,95.1491775513
558,112.158126831
559,94.6078948975
560,103.265647888
562,103.421775818
566,94.7611312866
570,112.215934753
571,93.8080444336
572,104.52432251
573,94.4614562988
575,115.053146362
576,111.902709961
577,93.8404998779
579,93.4387054443
580,112.15447998
581,111.966529846
589,111.700973511
591,103.272010803
593,94.5247039795
594,102.634033203
595,94.1724853516
598,93.8639450073
602,112.092468262
604,112.364349365
606,111.697937012
608,94.9777832031
609,103.483711243
610,94.0166702271
616,112.303588867
617,94.7347335815
618,102.290039062
620,103.662078857
622,111.007171631
623,93.4717330933
624,103.11365509
626,111.900917053
628,112.157295227
629,93.9202804565
630,112.056388855
637,94.841217041
638,104.404975891
643,93.95337677
645,95.0944900513
646,114.944854736
648,95.0662689209
652,94.920425415
653,93.8080444336
654,112.215934753
656,112.33215332
657,93.8781814575
659,95.1950378418
660,104.233139038
663,94.0559844971
664,112.111053467
666,103.946517944
668,112.200126648
669,92.3957901001
671,94.6892547607
675,93.7356719971
677,93.8238830566
678,112.433242798
679,109.820457458
682,94.8716964722
685,103.733078003
687,94.3315811157
688,92.976272583
693,110.681785583
696,98.1192550659
698,94.4176177979
701,95.6876983643
704,105.184165955
705,114.95413208
709,112.533226013
710,95.4468307495
711,103.610115051
712,94.8083648682
714,111.712974548
715,88.657875061
716,111.470321655
717,94.1292419434
720,114.856643677
721,93.5315170288
724,102.948791504
725,94.2478713989
726,112.540351868
728,111.760467529
731,93.5946807861
734,104.027069092
738,93.6744155884
745,111.687255859
746,93.5904922485
751,79.006477356
754,93.6556777954
756,93.5561141968
758,95.0557785034
759,113.472335815
761,114.983573914
766,93.5625
767,112.301712036
768,93.1692504883
769,112.565071106
770,95.0867843628
771,79.1895370483
772,103.955833435
773,93.5946884155
774,112.063308716
776,111.95790863
777,93.6645889282
780,115.060554504
782,103.255737305
787,103.118766785
788,94.1663131714
792,93.1728973389
793,111.862571716
798,93.4501876831
800,93.2646713257
806,111.470321655
809,112.006835938
811,112.555526733
812,93.4585037231
814,114.856643677
816,103.182044983
817,94.2857437134
818,107.759811401
820,111.825942993
823,93.8924560547
829,93.4238586426
830,113.12664032
831,93.0976257324
834,111.819786072
839,93.3605194092
841,79.3620834351
844,103.255737305
845,93.8620147705
848,93.3901672363
850,95.5960006714
851,103.839607239
852,91.3277587891
854,93.4000091553
855,94.606628418
856,103.167144775
859,103.718711853
861,112.063308716
864,93.5285797119
865,112.063308716
866,93.5241699219
867,93.3710021973
869,94.7194366455
871,93.4740905762
872,111.470321655
882,103.03653717
883,93.8061904907
885,94.1846389771
888,98.3137969971
893,111.612945557
901,112.236740112
903,103.255737305
904,94.6337127686
905,103.867172241
910,94.5350418091
911,112.070884705
914,112.807182312
918,112.0884552
921,93.2218551636
928,93.7190322876
929,103.824630737
932,92.7760009766
933,104.730186462
934,94.5350418091
935,111.960502625
937,79.0388183594
939,94.1452026367
940,103.116706848
941,94.5203552246
942,103.683944702
943,94.4263381958
944,103.785667419
947,111.470321655
949,111.756095886
951,111.689865112
952,94.2471466064
953,103.255737305
954,79.104927063
957,111.983764648
959,93.4505996704
960,115.175132751
963,114.856643677
965,111.470321655
967,103.941131592
971,93.6834945679
972,79.053604126
973,94.3470916748
974,111.920005798
975,95.6405181885
978,115.979797363
980,112.20035553
981,94.5740127563
984,112.691322327
986,94.5350418091
988,93.1692504883
989,111.880561829
990,103.098167419
992,112.236740112
996,93.5387878418
999,112.199043274
1000,94.2023391724
1001,112.063308716
1002,93.2536010742
1003,111.95790863
1004,93.2300262451
1008,111.915473938
1009,91.4055709839
1010,104.754211426
1012,115.487205505
1013,93.454536438
1014,111.926429749
1015,93.4368133545
1016,114.856643677
1019,95.2559051514
1020,111.827133179
1021,94.5350418091
1022,104.929756165
1024,94.5350418091
1025,79.6300354004
1027,94.613899231
1028,103.815536499
1029,94.909942627
1030,94.1673583984
1033,112.031692505
1036,93.1979522705
1037,111.488746643
1038,93.4178161621
1042,94.1452026367
1043,103.320983887
1044,93.5757598877
1045,111.874557495
1047,114.178894043
1050,93.717338562
1051,111.639160156
1054,93.8663635254
1056,94.5740127563
1057,93.8061904907
1059,94.6249008179
1062,98.4429550171
1063,104.661697388
1064,94.5740127563
1066,93.5775909424
1070,103.830787659
1076,111.873802185
1077,99.2053604126
1078,111.951217651
1080,111.892036438
1082,111.920433044
1083,98.3284454346
1089,112.316894531
1091,98.9426422119
1093,94.8959732056
1097,95.1798629761
1099,94.1923751831
1101,95.2021713257
1103,96.0166091919
1104,112.26423645
1106,111.961585999
1109,93.9604873657
1110,112.180274963
1111,95.3960113525
1112,114.872940063
1114,94.4078598022
1116,94.8730545044
1117,112.194160461
1120,93.3978805542
1124,112.191360474
1125,94.2143859863
1126,112.171592712
1134,112.399742126
1137,93.8720779419
1138,112.221496582
1144,112.003593445
1145,94.5522079468
1146,93.8788375854
1148,96.1810913086
1150,93.8852081299
1152,103.863433838
1153,94.7251281738
1154,102.852729797
1155,94.808555603
1157,93.7197875977
1162,94.808555603
1165,112.45715332
1166,94.637550354
1167,105.329475403
1168,95.2021713257
1169,104.310173035
1171,115.479858398
1172,95.4621505737
1173,104.310173035
1174,94.2039108276
1176,95.2642974854
1177,104.485824585
1178,94.1928024292
1182,112.326171875
1186,95.3406982422
1187,112.731231689
1188,94.0515899658
1189,115.66721344
1191,102.894020081
1192,94.8178024292
1197,112.161590576
1198,94.1558456421
1200,79.7281494141
1201,94.3038635254
1203,95.5293426514
1209,115.26839447
1214,104.48361969
1218,112.298881531
1222,94.2984924316
1226,94.8205108643
1228,94.0799026489
1230,93.564994812
1232,79.9880371094
1233,94.2828445435
1236,114.590835571
1238,96.0934066772
1241,112.003593445
1244,104.828346252
1246,94.3688354492
1247,112.494392395
1250,112.72618866
1251,94.2680130005
1254,112.612060547
1255,96.1313476562
1256,111.873184204
1257,94.676940918
1258,93.941192627
1259,112.003593445
1260,95.0368347168
1263,112.079017639
1267,80.269744873
1268,112.131736755
1271,94.8178024292
1272,112.074714661
1274,103.885215759
1275,94.808555603
1276,112.139808655
1277,94.0055236816
1279,93.8788375854
1281,95.5975112915
1282,94.0515899658
1283,112.648590088
1285,112.502815247
1286,93.8362808228
1289,112.372138977
1296,112.472747803
1299,94.2033538818
1301,94.1877670288
1306,93.1027603149
1307,94.3553848267
1308,94.0318984985
1313,112.139808655
1314,94.9987258911
1315,112.180274963
1316,94.0931015015
1317,112.089912415
1319,94.0871429443
1323,95.3752670288
1324,104.443778992
1325,94.7853851318
1328,105.388580322
1329,95.2232818604
1330,112.475059509
1331,94.8445205688
1332,104.377883911
1337,94.7561340332
1338,112.339813232
1339,93.8645324707
1340,112.194641113
1343,112.553771973
1347,104.314567566
1348,94.1097488403
1349,104.344825745
1352,93.5084381104
1354,95.0615692139
1359,113.684509277
1360,95.1420822144
1363,111.88218689
1364,98.5306243896
1365,103.737556458
1366,94.5737915039
1372,94.7813491821
1375,103.733261108
1376,94.202796936
1378,93.8648452759
1379,112.247444153
1380,94.966468811
1381,104.117645264
1384,112.160041809
1387,93.9509811401
1388,112.026565552
1392,79.7866668701
1394,104.431045532
1395,94.5518493652
1396,111.811065674
1398,94.1546173096
1399,111.811065674
1400,94.0371627808
1401,94.1564102173
1403,95.0969390869
1404,112.454483032
1406,111.811065674
1407,94.1554870605
1408,111.844970703
1410,80.065536499
1412,111.811065674
1413,94.6366348267
1415,94.6707763672
1420,111.844970703
1422,112.10635376
1423,106.393432617
1424,111.844970703
1425,94.831817627
1426,80.065536499
1427,95.2936401367
1429,93.5390930176
1430,112.600776672
1431,95.0502319336
1432,104.070396423
1434,112.185249329
1437,94.5445098877
1438,103.741882324
1440,112.347351074
1441,112.325798035
1442,93.9404296875
1444,111.980827332
1445,94.6707763672
1446,103.670906067
1448,93.4463577271
1453,94.0069046021
1454,111.811065674
1455,94.5654296875
1456,112.392723083
1458,111.811065674
1459,93.6507034302
1461,94.1182937622
1465,93.9509811401
1466,112.121429443
1469,95.1395645142
1472,94.0069046021
1474,94.034828186
1477,111.904541016
1479,112.298919678
1482,93.3154449463
1483,79.7199630737
1487,95.0453262329
1488,112.31930542
1490,112.205276489
1492,111.954994202
1494,116.385604858
1496,102.493835449
1497,94.0331497192
1499,95.1179885864
1502,93.9192504883
1507,112.692749023
1508,93.5084381104
1509,112.321800232
1511,93.9723968506
1512,111.9661026
1513,114.716461182
1514,103.789115906
1518,112.149833679
1519,93.5464553833
1522,112.252632141
1524,79.4582672119
1527,93.9404296875
1529,88.9110412598
1532,104.168426514
1536,112.180053711
1537,115.193023682
1539,103.709861755
1542,112.372642517
1543,94.202796936
1544,103.702415466
1545,81.0551757812
1550,94.202796936
1551,111.825515747
1554,103.746002197
1556,103.670906067
1559,94.2094497681
1560,79.5965118408
1562,95.5883102417
1566,93.5435028076
1567,112.106559753
1569,104.400444031
1570,114.6304245
1571,112.179489136
1574,93.5249481201
1578,103.670906067
1580,93.9658508301
1583,112.33039093
1584,93.5249481201
1585,111.885925293
1586,94.2342910767
1587,112.280487061
1588,93.5673599243
1590,114.958015442
1592,103.412368774
1596,113.618240356
1598,111.980789185
1599,94.1554870605
1604,117.318016052
1606,103.373100281
1607,94.6366348267
1608,103.746963501
1609,115.366233826
1611,94.8178329468
1613,94.6123733521
1616,95.2280654907
1619,112.895492554
1620,94.1443634033
1621,112.163909912
1622,95.8974685669
1625,112.559318542
1627,115.366233826
1629,112.111335754
1634,94.9038162231
1636,94.0102233887
1638,104.181053162
1639,94.1558151245
1641,95.2714538574
1643,94.5518493652
1644,102.473426819
1645,115.806289673
1646,94.2876663208
1647,103.574462891
1648,94.9455337524
1652,93.9658508301
1653,112.215156555
1656,93.8186950684
1658,94.1554870605
1659,111.987747192
1661,94.0707626343
1663,94.6366348267
1664,112.323257446
1665,94.5654296875
1666,103.670906067
1667,103.242767334
1668,79.7352905273
1669,103.757133484
1670,94.9367523193
1672,112.313987732
1674,112.249008179
1677,112.31930542
1678,93.7209243774
1679,112.185127258
1680,94.1343383789
1683,104.2215271
1686,104.318748474
